id,created_at,created_at_tz,geo,place,coordinates,text,text_en,truncated,name,screen_name,sentiment,confidence,sentiment_digit,keyword,lon,lat
1460718090036129536,2021-11-16 21:15:06,2021-11-16 22:15:06+01:00,,"{'id': '37439688c6302728', 'url': 'https://api.twitter.com/1.1/geo/id/37439688c6302728.json', 'place_type': 'city', 'name': 'Munich', 'full_name': 'Munich, Germany', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.360589, 48.061634], [11.722918, 48.061634], [11.722918, 48.248124], [11.360589, 48.248124]]]}, 'attributes': {}}",,  Auswärts in Dortmund wenn dort auch 2G kommt wird es dann schon schwieriger Oder sie sch ,  Away in Dortmund if there also 2G comes it will then already more difficult Or they sch,True,Quintuple-Sandy,Robben25052013,Negative,0.4169182456572429,-1,difficult,11.541753499999999,48.154878999999994
1461240791683194880,2021-11-18 07:52:07,2021-11-18 08:52:07+01:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",,   QR Code am Bus und zum Event machen mit denn Corona App Wer das nutzt fahrt kostenlos mit,   QR Code on the bus and make the event with the Corona App Who uses this ride for free with,False,🌈 Happy Horror Sinclair.,PirateSoul4,Positive,0.47393645587192235,1,Corona,11.424349500000002,48.1038835
1461285718366511104,2021-11-18 10:50:39,2021-11-18 11:50:39+01:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",,7  Ich warte nur auf den Bus,7 I'm just waiting for the bus,False,🌈 Happy Horror Sinclair.,PirateSoul4,Positive,0.6743530883899783,1,waiting,11.424349500000002,48.1038835
1462419271494025216,2021-11-21 13:54:59,2021-11-21 14:54:59+01:00,,"{'id': '5867d1b3eeb9a4e8', 'url': 'https://api.twitter.com/1.1/geo/id/5867d1b3eeb9a4e8.json', 'place_type': 'neighborhood', 'name': 'Pasing-Obermenzing', 'full_name': 'Pasing-Obermenzing, München', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.431733, 48.128517], [11.492077, 48.128517], [11.492077, 48.176466], [11.431733, 48.176466]]]}, 'attributes': {}}",,und wo Du schon dabei bist Sinnlos im Münchner Westen rumzufahren  dann darfst Du auch noch vor Kälte bibbernd ,and since you are already senselessly driving around in the west of Munich then you may also still be shivering from the cold.,True,Regina Koller,KollerRegina,Negative,0.24182669887365693,-1,senselessly,11.461905,48.152491500000004
1462502070301466624,2021-11-21 19:24:00,2021-11-21 20:24:00+01:00,,"{'id': '37439688c6302728', 'url': 'https://api.twitter.com/1.1/geo/id/37439688c6302728.json', 'place_type': 'city', 'name': 'Munich', 'full_name': 'Munich, Germany', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.360589, 48.061634], [11.722918, 48.061634], [11.722918, 48.248124], [11.360589, 48.248124]]]}, 'attributes': {}}",,3 dreiviertel Stunden in der Kälte am Vereinsgelände des SV MünchenLaim eV auf die versprochene spontanohne Ter ,3 three-quarters of an hour in the cold at the club grounds of SV MünchenLaim eV waiting for the promised spontaneous without Ter,True,Regina Koller,KollerRegina,Positive,0.6461110023635696,1,three-quarters,11.541753499999999,48.154878999999994
1463063665817657088,2021-11-23 08:35:34,2021-11-23 09:35:34+01:00,,"{'id': '37439688c6302728', 'url': 'https://api.twitter.com/1.1/geo/id/37439688c6302728.json', 'place_type': 'city', 'name': 'Munich', 'full_name': 'Munich, Germany', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.360589, 48.061634], [11.722918, 48.061634], [11.722918, 48.248124], [11.360589, 48.248124]]]}, 'attributes': {}}",,Voraussichtlich ab morgen gilt die 3GRegelung in U amp SBahn Bus und Tram Damit dürfen nur geimpfte genesene od ,Probably from tomorrow the 3G-regulation is valid in U amp SBahn bus and tram With it only vaccinated recovered od,True,Dorin Popa,NiceBastard,Neutral,0.2542457097180596,0,3G-regulation,11.541753499999999,48.154878999999994
1463074510207434752,2021-11-23 09:18:40,2021-11-23 10:18:40+01:00,,"{'id': '37439688c6302728', 'url': 'https://api.twitter.com/1.1/geo/id/37439688c6302728.json', 'place_type': 'city', 'name': 'Munich', 'full_name': 'Munich, Germany', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.360589, 48.061634], [11.722918, 48.061634], [11.722918, 48.248124], [11.360589, 48.248124]]]}, 'attributes': {}}",,13  Was mich hier in Deutschland am meisten nervt ist dieses grundsätzliche abwehrende Nein s ,13 What annoys me most here in Germany is this basic defensive no s,True,Dorin Popa,NiceBastard,Positive,0.9559963364248982,1,defensive,11.541753499999999,48.154878999999994
1463428118186708992,2021-11-24 08:43:47,2021-11-24 09:43:47+01:00,,"{'id': '37439688c6302728', 'url': 'https://api.twitter.com/1.1/geo/id/37439688c6302728.json', 'place_type': 'city', 'name': 'Munich', 'full_name': 'Munich, Germany', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.360589, 48.061634], [11.722918, 48.061634], [11.722918, 48.248124], [11.360589, 48.248124]]]}, 'attributes': {}}",,Studierende denen der Gelenkbus mit 49 Fahrgästen in der Pandemie zu voll ist und die lieber den Bus zehn Minuten später nehmen,students for whom the articulated bus with 49 passengers is too full in the pandemic and who prefer to take the bus ten minutes later,False,Dorin Popa,NiceBastard,Negative,0.1475126101494656,-1,articulated,11.541753499999999,48.154878999999994
1463446937018019841,2021-11-24 09:58:33,2021-11-24 10:58:33+01:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",, Hier draußen auf Landkreis Muc haben die einfach jeder Bus zum Schul Bus Deklariert," Out here in the Muc district, they have simply declared every bus a school bus.",False,🌈 Happy Horror Clown.,PirateSoul4,Negative,0.49196543522172687,-1,"district,",11.424349500000002,48.1038835
1463452222306623488,2021-11-24 10:19:34,2021-11-24 11:19:34+01:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",, Klasse auf denn Land ist jetzt jeder verdammten Bus eine Schul Bus, Class in the country is now every damn bus a school bus,False,🌈 Happy Horror Clown.,PirateSoul4,Negative,0.7434114491434358,-1,country,11.424349500000002,48.1038835
